Instance,Terminal,Layer,X location,Y location,Voltage
_299_,VPWR,li1,11.0400,62.5600,1.799982
_298_,VPWR,li1,14.7200,68.0000,1.799980
_297_,VPWR,li1,22.5400,68.0000,1.799982
_296_,VPWR,li1,11.0400,62.5600,1.799982
_295_,VPWR,li1,11.0400,46.2400,1.799977
_294_,VPWR,li1,55.6600,19.0400,1.799939
_293_,VPWR,li1,48.7600,13.6000,1.799977
_292_,VPWR,li1,47.3800,40.8000,1.799900
_291_,VPWR,li1,20.7000,29.9200,1.799966
_290_,VPWR,li1,26.9100,29.9200,1.799954
_289_,VPWR,li1,11.5000,35.3600,1.799963
_288_,VPWR,li1,14.4900,24.4800,1.799987
_287_,VPWR,li1,8.7400,29.9200,1.799962
_286_,VPWR,li1,11.7300,24.4800,1.799987
_285_,VPWR,li1,11.0400,24.4800,1.799987
_284_,VPWR,li1,16.7900,24.4800,1.799987
_283_,VPWR,li1,18.4000,19.0400,1.799979
_282_,VPWR,li1,20.9300,19.0400,1.799980
_281_,VPWR,li1,9.6600,13.6000,1.799990
_280_,VPWR,li1,14.0300,13.6000,1.799990
_279_,VPWR,li1,28.0600,13.6000,1.799988
_278_,VPWR,li1,26.4500,19.0400,1.799973
_277_,VPWR,li1,23.9200,19.0400,1.799977
_276_,VPWR,li1,23.6900,13.6000,1.799990
_275_,VPWR,li1,17.4800,40.8000,1.799958
_274_,VPWR,li1,24.1500,29.9200,1.799961
_273_,VPWR,li1,15.6400,35.3600,1.799963
_272_,VPWR,li1,24.6100,35.3600,1.799962
_271_,VPWR,li1,41.8600,40.8000,1.799906
_270_,VPWR,li1,57.2700,29.9200,1.799893
_269_,VPWR,li1,64.1700,35.3600,1.799939
_268_,VPWR,li1,59.8000,40.8000,1.799894
_267_,VPWR,li1,59.3400,35.3600,1.799940
_266_,VPWR,li1,61.8700,35.3600,1.799940
_265_,VPWR,li1,55.4300,29.9200,1.799894
_264_,VPWR,li1,54.7400,35.3600,1.799942
_263_,VPWR,li1,57.7300,46.2400,1.799935
_262_,VPWR,li1,55.8900,24.4800,1.799962
_261_,VPWR,li1,51.7500,29.9200,1.799896
_260_,VPWR,li1,59.3400,19.0400,1.799937
_259_,VPWR,li1,54.5100,24.4800,1.799962
_258_,VPWR,li1,52.6700,24.4800,1.799964
_257_,VPWR,li1,37.0300,46.2400,1.799957
_256_,VPWR,li1,37.0300,46.2400,1.799957
_255_,VPWR,li1,40.0200,46.2400,1.799953
_254_,VPWR,li1,45.0800,46.2400,1.799945
_253_,VPWR,li1,46.9200,46.2400,1.799943
_252_,VPWR,li1,38.8700,46.2400,1.799953
_251_,VPWR,li1,54.9700,51.6800,1.799871
_250_,VPWR,li1,59.8000,51.6800,1.799869
_249_,VPWR,li1,59.5700,57.1200,1.799950
_248_,VPWR,li1,54.9700,57.1200,1.799951
_247_,VPWR,li1,54.9700,62.5600,1.799962
_246_,VPWR,li1,59.3400,62.5600,1.799960
_245_,VPWR,li1,62.5600,62.5600,1.799960
_244_,VPWR,li1,52.2100,57.1200,1.799952
_243_,VPWR,li1,56.1200,57.1200,1.799951
_242_,VPWR,li1,55.4300,62.5600,1.799962
_241_,VPWR,li1,54.2800,68.0000,1.799947
_240_,VPWR,li1,58.6500,57.1200,1.799950
_239_,VPWR,li1,52.6700,68.0000,1.799947
_238_,VPWR,li1,43.4700,62.5600,1.799968
_237_,VPWR,li1,47.3800,62.5600,1.799965
_236_,VPWR,li1,42.7800,62.5600,1.799968
_235_,VPWR,li1,40.7100,62.5600,1.799969
_234_,VPWR,li1,37.7200,57.1200,1.799957
_233_,VPWR,li1,37.9500,62.5600,1.799971
_232_,VPWR,li1,35.6500,62.5600,1.799972
_231_,VPWR,li1,35.6500,68.0000,1.799963
_230_,VPWR,li1,34.0400,68.0000,1.799965
_229_,VPWR,li1,31.5100,68.0000,1.799969
_228_,VPWR,li1,29.6700,62.5600,1.799977
_227_,VPWR,li1,33.8100,62.5600,1.799973
_226_,VPWR,li1,32.8900,62.5600,1.799975
_225_,VPWR,li1,33.8100,51.6800,1.799922
_224_,VPWR,li1,33.5800,46.2400,1.799960
_223_,VPWR,li1,42.0900,46.2400,1.799948
_222_,VPWR,li1,41.6300,35.3600,1.799950
_221_,VPWR,li1,29.4400,51.6800,1.799934
_220_,VPWR,li1,14.7200,46.2400,1.799979
_219_,VPWR,li1,20.2400,46.2400,1.799981
_218_,VPWR,li1,18.8600,51.6800,1.799962
_217_,VPWR,li1,21.6200,51.6800,1.799963
_216_,VPWR,li1,9.6600,57.1200,1.799967
_215_,VPWR,li1,23.4600,57.1200,1.799963
_214_,VPWR,li1,9.6600,68.0000,1.799980
_213_,VPWR,li1,24.8400,62.5600,1.799981
_212_,VPWR,li1,16.5600,68.0000,1.799981
_211_,VPWR,li1,19.7800,62.5600,1.799984
_210_,VPWR,li1,20.2400,73.4400,1.799995
_209_,VPWR,li1,22.5400,62.5600,1.799985
_208_,VPWR,li1,16.1000,62.5600,1.799983
_207_,VPWR,li1,22.0800,62.5600,1.799985
_206_,VPWR,li1,14.7200,51.6800,1.799961
_205_,VPWR,li1,22.5400,51.6800,1.799963
_204_,VPWR,li1,26.9100,40.8000,1.799944
_203_,VPWR,li1,28.0600,35.3600,1.799959
_202_,VPWR,li1,31.7400,40.8000,1.799929
_201_,VPWR,li1,27.6000,24.4800,1.799982
_200_,VPWR,li1,32.8900,19.0400,1.799965
_199_,VPWR,li1,25.7600,29.9200,1.799961
_198_,VPWR,li1,24.1500,24.4800,1.799985
_197_,VPWR,li1,25.5300,24.4800,1.799984
_196_,VPWR,li1,21.6200,24.4800,1.799988
_195_,VPWR,li1,27.1400,24.4800,1.799984
_194_,VPWR,li1,46.6900,35.3600,1.799947
_193_,VPWR,li1,56.3500,40.8000,1.799896
_192_,VPWR,li1,43.9300,35.3600,1.799948
_191_,VPWR,li1,49.9100,35.3600,1.799945
_190_,VPWR,li1,52.2100,35.3600,1.799943
_189_,VPWR,li1,36.3400,29.9200,1.799931
_188_,VPWR,li1,36.8000,24.4800,1.799974
_187_,VPWR,li1,43.7000,24.4800,1.799969
_186_,VPWR,li1,33.8100,24.4800,1.799978
_185_,VPWR,li1,45.0800,29.9200,1.799908
_184_,VPWR,li1,52.9000,40.8000,1.799897
_183_,VPWR,li1,55.8900,40.8000,1.799896
_182_,VPWR,li1,43.7000,19.0400,1.799949
_181_,VPWR,li1,52.2100,46.2400,1.799937
_180_,VPWR,li1,42.7800,57.1200,1.799954
_179_,VPWR,li1,54.0500,57.1200,1.799951
_178_,VPWR,li1,40.2500,62.5600,1.799969
_177_,VPWR,li1,28.7500,68.0000,1.799972
_176_,VPWR,li1,37.7200,35.3600,1.799953
_175_,VPWR,li1,33.5800,35.3600,1.799955
_174_,VPWR,li1,55.8900,24.4800,1.799962
_173_,VPWR,li1,52.2100,19.0400,1.799941
_172_,VPWR,li1,52.2100,24.4800,1.799964
_171_,VPWR,li1,47.1500,24.4800,1.799967
_170_,VPWR,li1,41.6300,19.0400,1.799951
_169_,VPWR,li1,47.6100,35.3600,1.799946
_168_,VPWR,li1,58.1900,35.3600,1.799941
_167_,VPWR,li1,49.9100,24.4800,1.799966
_166_,VPWR,li1,45.7700,35.3600,1.799947
_165_,VPWR,li1,43.2400,29.9200,1.799912
_164_,VPWR,li1,55.4300,35.3600,1.799942
_163_,VPWR,li1,46.4600,46.2400,1.799943
_162_,VPWR,li1,42.7800,46.2400,1.799948
_161_,VPWR,li1,52.2100,51.6800,1.799877
_160_,VPWR,li1,47.1500,57.1200,1.799953
_159_,VPWR,li1,52.4400,62.5600,1.799963
_158_,VPWR,li1,65.5500,62.5600,1.799960
_157_,VPWR,li1,40.0200,68.0000,1.799957
_156_,VPWR,li1,35.1900,68.0000,1.799965
_155_,VPWR,li1,26.9100,68.0000,1.799977
_154_,VPWR,li1,46.2300,24.4800,1.799967
_153_,VPWR,li1,48.5300,24.4800,1.799966
_152_,VPWR,li1,40.7100,29.9200,1.799918
_151_,VPWR,li1,35.1900,24.4800,1.799976
_150_,VPWR,li1,40.7100,29.9200,1.799918
_149_,VPWR,li1,25.5300,57.1200,1.799962
_148_,VPWR,li1,39.7900,35.3600,1.799951
_147_,VPWR,li1,35.6500,46.2400,1.799957
_146_,VPWR,li1,28.7500,40.8000,1.799938
